symbol,scale,bin,n_windows,mean_q,mean_r,ci_lo,ci_hi,sd_r,frac_zero_r,mean_duration_s,interior_bin
ETHUSDT,N=25000,4,2375.0,-6279.226162947364,-0.00196105649691907,-0.002056854047289147,-0.0018642985163181012,0.0016052813148695457,0.0004210526315789474,274.22532463157944,true
ETHUSDT,N=25000,5,3563.0,-4206.8751470670795,-0.0016017045329686278,-0.0016760325578811046,-0.0015199347339654536,0.0015540417351786661,0.000561324726354196,323.0733258490036,true
ETHUSDT,N=25000,6,3562.0,-2814.273830993826,-0.0012402979620278482,-0.0013047634487357224,-0.0011681569380967045,0.0015614029355911511,0.0008422234699606962,353.5340140370581,true
ETHUSDT,N=25000,7,4751.0,-1743.9040909282246,-0.0008888792408418627,-0.0009579234835701267,-0.0008190725827854986,0.0014930729414778748,0.0016838560303094085,371.5649475899822,true
ETHUSDT,N=25000,8,4750.0,-795.6207305263139,-0.000433123940108019,-0.00048712754335532695,-0.0003800387463334318,0.0014439064537655599,0.0008421052631578948,370.43682378947346,true
ETHUSDT,N=25000,9,4751.0,8.79051504946325,-0.00006055202116513913,-0.00010244469414377559,-0.00002117027843970123,0.0014337401972065423,0.0016838560303094085,371.42546895390444,false
ETHUSDT,N=25000,10,4750.0,809.4728122105257,0.0003943451704726998,0.00033728378331397625,0.0004489446009192333,0.001450052889823762,0.0014736842105263158,361.7911357894742,true
ETHUSDT,N=25000,11,4750.0,1748.5297602105254,0.0008249571832647887,0.0007640301238606511,0.0008796084694620454,0.0014656230953089082,0.002105263157894737,357.7368210526311,true
ETHUSDT,N=25000,12,3563.0,2796.856653381975,0.0012459676973676484,0.0011718494479328442,0.0013269792233525704,0.0015417425170650585,0.000280662363177098,343.9458024136961,true
ETHUSDT,N=25000,13,3563.0,4167.63782093741,0.0015838699741137362,0.001509160827979455,0.0016599059915282867,0.00155454979283421,0.0014033118158854898,301.5642798203761,true
ETHUSDT,N=25000,14,2375.0,6224.705325473688,0.002030691999106847,0.0019155446412520447,0.002137351485212436,0.0018150385357792289,0.0004210526315789474,266.59937894736896,true
ETHUSDT,N=25000,15,1188.0,8775.300695286194,0.002360608020102937,0.002222780326258929,0.0025079479589413256,0.0018715441732276923,0.0008417508417508417,207.32589898989912,false
ETHUSDT,N=25000,16,594.0,11630.997845117856,0.0026721470495185253,0.0024877734810431693,0.002876887546724994,0.0022689634899077434,0.0,164.965590909091,false
ETHUSDT,N=25000,17,356.0,15088.807634831455,0.0030790401877675024,0.002861155547288847,0.003322237760162359,0.0018926413209896327,0.0,129.47814325842697,false
ETHUSDT,N=25000,18,238.0,23410.171445378142,0.003813601346482435,0.003483930558951598,0.004155699880770613,0.0023412753923658905,0.0,110.01272268907566,false
ETHUSDT,1min,0,17376.0,-4081.690778545129,-0.0011960440733283172,-0.0012605267248862575,-0.0011313815596838746,0.0013583430463450202,0.0017265193370165745,NaN,false
ETHUSDT,1min,1,17375.0,-1114.7019323741044,-0.0005540723099391787,-0.0005775911313519034,-0.0005308503271738556,0.0007160362677901718,0.002589928057553957,NaN,true
ETHUSDT,1min,2,17377.0,-628.4260652011287,-0.00038022665201841187,-0.00039429876588254945,-0.0003677294964799354,0.0005861315416192971,0.004258502618403637,NaN,true
ETHUSDT,1min,3,17376.0,-389.8130633057092,-0.00027780243400616424,-0.00028716170887337463,-0.0002691273076726032,0.0005122958287035376,0.005755064456721915,NaN,true
ETHUSDT,1min,4,17376.0,-244.87146408839797,-0.00018459565403269797,-0.00019361132554731537,-0.00017619878001124935,0.0004548798928990246,0.008287292817679558,NaN,true
ETHUSDT,1min,5,17376.0,-144.6490436233886,-0.00013112202897246162,-0.00013834008548098439,-0.00012377994147365435,0.00042215424882965084,0.014560313075506445,NaN,true
ETHUSDT,1min,6,17375.0,-66.66680132374101,-0.00006408799170803118,-0.00007079288869180768,-0.000058075750297139484,0.0003850895248545996,0.022676258992805755,NaN,true
ETHUSDT,1min,7,17376.0,0.9266030732044209,1.4877712971457915e-6,-4.757613120188958e-6,7.52989210350078e-6,0.0003797901225458911,0.03211325966850829,NaN,false
ETHUSDT,1min,8,17376.0,68.44686429558006,0.0000688933557353657,0.0000631984223670854,0.00007491141600295981,0.00038289631562594473,0.023250460405156537,NaN,true
ETHUSDT,1min,9,17376.0,145.1817633517493,0.00012068690233568549,0.0001145621084367232,0.0001271010099072321,0.000413125089223728,0.012028084714548803,NaN,true
ETHUSDT,1min,10,17376.0,243.9938520948429,0.00019431926970113884,0.00018601606458117908,0.00020236816658769353,0.0004513306412961401,0.009093001841620625,NaN,true
ETHUSDT,1min,11,17376.0,387.32689134438345,0.0002645998860783095,0.0002554790654503104,0.0002748201973094316,0.0005041814829425303,0.00679097605893186,NaN,true
ETHUSDT,1min,12,17376.0,620.8577966160233,0.0003756703542642304,0.0003629486289121815,0.0003897357444245731,0.0005855266394731439,0.004201197053406998,NaN,true
ETHUSDT,1min,13,17376.0,1097.789523595761,0.0005346294615783409,0.0005156817407575651,0.0005542995317830342,0.0007259528136807606,0.003913443830570903,NaN,true
ETHUSDT,1min,14,17376.0,4080.173581549254,0.0012118373063519363,0.0011466788984924288,0.0012834002750046949,0.001498371794770429,0.0013236648250460406,NaN,false
